"Phrase";"URL";"Position"
;https://fineshoes.ru/about-shoes/regbiynye-krossovki.html;9
;https://tr-page.yandex.ru/translate?lang=en-ru&url=https://www.independent.co.uk/extras/indybest/outdoor-activity/best-rugby-boots-for-back-props-winger-forwards-kicking-centres-adidas-nike-10514662.html;10
;https://www.tradeinn.com/rugby/ru/бутсы-Ботинки/18941/s;11
;https://www.adidas.co.uk/rugby-shoes;12
;https://sportekip.by/sportivnaya-obuv/butsy-dlya-regbi;13
;https://www.lamoda.by/p/rtlacb144801/shoes-adidas-butsy/;14
;https://olimpstar.ru/catalog/item/mizuno-timaru-mid-14kr372-01/;15
;https://realsport101.com/article/best-rugby-boots;16
;https://cdek.shopping/p/6983523/butsy-dlya-regbi-phoenix-raze-soft-ground-canterbury-cernyi;17
;https://www.youtube.com/watch?v=V8Ru0T1vOg8;18
;https://sportsglory.com/best-rugby-boots/;19
;https://www.joom.ru/ru/best/butsy-dlya-regbi;20
"купить бутсы пластиковый шипы";https://m.avito.ru/all?q=шипы+для+бутс+adidas+пластиковые;1
;https://ozon.by/category/shipy-dlya-shipovok/;2
;https://aliexpress.ru/popular/шипы-для-футбола;3
;https://www.wildberries.ru/catalog/172948222/detail.aspx;4
;https://www.wildberries.by/catalog/tags/shipy-dlja-buts-smennye;5
;https://soccershop.by/obuv/butsy/adidas;6
;https://market.yandex.ru/search?text=Шипы для бутс пластиковые;7
;https://market.yandex.ru/search?text=шипы для бутс пластиковые;8
;https://yandex.ru/images/search?text=купить+бутсы+пластиковый+шипы;9
;https://penaltyshop.ru/shop/tproduct/506431373-385658096441-smennie-plastikovie-shipi-dlya-buts-nike;10
;https://nazya.com/catalog/sport/futbol/78243/shipi-dlya-buts/;11
;https://redmall.ru/taobao/sport-i-fitnes/kinds/futbol/butsi-i-shipi-dlya-buts/;12
;https://www.joom.ru/ru/best/zapasnye-shipy-dlya-obuvi;13
;https://www.kufar.by/item/1004727729;14
;https://futclub.ru/product/shipy-dlya-buts-adidas-tpu-replacement-studs-4x9mm-8x6mm;15
;https://www.patrick-kelme.ru/shop/item/61734;16
;https://vk.com/market-224218724?w=product-224218724_9060429;17
;https://www.kufar.by/l/r~minsk/muzhskaya-sportivnaya-obuv/m~butsy;18
;https://t.me/original_boots_msk/811;19
;https://rugbywear.ru/product-category/pod_zakaz_iz_anglii/snaryajenie/shupu/;20
;https://www.tradeinn.com/goalinn/ru/adidas-Сменные-шипы-для-футбольных-бутс-для-мягкого-грунта-12-Единицы/137174791/p;21
"футбольные бутсы шиповки";https://www.ozon.ru/category/butsy-shipovki-futbolnye/;1
;https://www.wildberries.by/catalog/sport/sportivnaya-obuv/tags/butsy-futbolnye-shipovki;2
;https://sport-style.by/24-vse-bampy-shipovki;3
;https://www.lamoda.by/c/3999/shoes-sport_men_football_shoes/;4
;https://www.lamoda.ru/catalogsearch/result/?q=футбольные бутсы сороконожки;5
;https://kelme.by/shoes/turfboots/;6
;https://soccershop.by/obuv/shipovki;7
;https://www.kufar.by/l/muzhskaya-sportivnaya-obuv/m~butsy;8
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;9
;https://market.yandex.ru/search?text=распродажа шиповок для футбола;10
;https://comeback.by/product-category/shipovki/;11
;https://www.sportmaster.by/catalog/vidy_sporta_/futbol/butsy/;12
;https://sportstore.pro/blog/obzory-tovarov/top-10-luchshey-futbolnykh-sorokonozhek-v-2024-godu/;13
;https://www.21vek.by/soccer_equipment/794090/;14
;https://markakachestva.ru/rating-of/5875-luchshie-sorokonozhki-dlja-futbola-rejting.html;15
;https://penalty.by/product-category/shoes/turf/;16
;https://www.wildberries.am/catalog/sport/komandnye-vidy-sporta/futbol/obuv;17
;https://aliexpress.ru/popular/футбол-бутсы-сороконожки;18
;https://interpartner.by/sorokonogki/;19
;https://www.footballstore.ru/news/tip_podoshvi/;20
"бутсы шиповки купить";https://www.ozon.ru/category/butsy-shipovki-futbolnye/;1
;https://sport-style.by/24-vse-bampy-shipovki;2
;https://www.wildberries.by/catalog/sport/vidy-sporta/futbol/obuv/butsy/sorokonozhki;3
;https://www.lamoda.by/c/3936/shoes-muzhskie-butcy/;4
;https://comeback.by/product-category/shipovki/;5
;https://kelme.by/shoes/turfboots/;6
;https://soccershop.by/obuv/shipovki;7
;https://www.sportmaster.by/catalog/vidy_sporta_/futbol/butsy/;8
;https://www.lamoda.ru/catalogsearch/result/?q=футбольные бутсы сороконожки;9
;https://yandex.ru/images/search?text=бутсы+шиповки+купить;10
;https://www.kufar.by/l/muzhskaya-sportivnaya-obuv/m~butsy;11
;https://market.yandex.ru/search?text=распродажа шиповок для футбола;12
;https://macronbelarus.by/?product_cat=obuv-futbolnaja;13
;https://www.21vek.by/soccer_equipment/794090/;14
;https://mysport.by/catalog/butsy-vzroslye-shipovannye/;15
;https://penalty.by/product-category/shoes/turf/;16
;https://sportok.by/g10517531-sorokonozhkimnogoshipovki-futbolnye;17
;https://aliexpress.ru/popular/футбол-бутсы-сороконожки;18
;https://sportix.by/obuv/f-mnogoshipki;19
;https://interpartner.by/sorokonogki/;20
;https://tomas.by/t/futbolnye-butsy-2857/;21
"бутсы шиповки для футбола";https://www.ozon.ru/category/butsy-shipovki-futbolnye/;1
;https://ozon.by/category/shipovki-dlya-futbola-joma/;2
;https://www.wildberries.by/catalog/sport/vidy-sporta/futbol/obuv/butsy/sorokonozhki;3
;https://sport-style.by/24-vse-bampy-shipovki;4
;https://www.lamoda.by/c/3999/shoes-sport_men_football_shoes/;5
;https://www.lamoda.ru/catalogsearch/result/?q=футбольные бутсы сороконожки;6
;https://kelme.by/shoes/turfboots/;7
;https://market.yandex.ru/search?text=Футбольные бутсы, бампы, сороконожки, шиповки Nike;8
;https://soccershop.by/obuv/shipovki;9
;https://yandex.ru/images/search?text=бутсы+шиповки+для+футбола;10
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;11
;https://www.sportmaster.by/catalog/vidy_sporta_/futbol/butsy/;12
;https://comeback.by/product-category/shipovki/;13
;https://www.kufar.by/l/muzhskaya-sportivnaya-obuv/m~butsy;14
;https://markakachestva.ru/rating-of/5875-luchshie-sorokonozhki-dlja-futbola-rejting.html;15
;https://www.footballstore.ru/news/tip_podoshvi/;16
;https://penalty.by/product-category/shoes/turf/;17
;https://www.21vek.by/soccer_equipment/794090/;18
;https://sportstore.pro/blog/obzory-tovarov/top-10-luchshey-futbolnykh-sorokonozhek-v-2024-godu/;19
;https://interpartner.by/sorokonogki/;20
;https://aliexpress.ru/popular/футбол-бутсы-сороконожки;21
"бутсы шиповки";https://www.ozon.ru/category/butsy-shipovki-futbolnye/;1
;https://www.wildberries.by/catalog/sport/sportivnaya-obuv/tags/butsy-futbolnye-shipovki;2
;https://sport-style.by/24-vse-bampy-shipovki;3
;https://www.lamoda.by/c/7579/shoes-muzh_sport_style_butcy/;4
;https://www.lamoda.ru/catalogsearch/result/?q=футбольные бутсы сороконожки;5
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;6
;https://market.yandex.ru/search?text=футбольные шиповки;7
;https://kelme.by/shoes/turfboots/;8
;https://www.footballstore.ru/news/tip_podoshvi/;9
;https://comeback.by/product-category/shipovki/;10
;https://soccershop.by/obuv/shipovki;11
;https://www.kufar.by/l/muzhskaya-sportivnaya-obuv/m~butsy;12
;https://sportstore.pro/blog/obzory-tovarov/top-10-luchshey-futbolnykh-sorokonozhek-v-2024-godu/;13
;https://www.sportmaster.by/catalog/vidy_sporta_/futbol/butsy/;14
;https://www.21vek.by/soccer_equipment/794090/;15
;https://perricone-md.ru/articles/shipovki-i-butsy-v-chem-raznitsa;16
;https://macronbelarus.by/?product_cat=obuv-futbolnaja;17
;https://markakachestva.ru/rating-of/5875-luchshie-sorokonozhki-dlja-futbola-rejting.html;18
;https://penalty.by/product-category/shoes/turf/;19
;https://aliexpress.ru/popular/футбол-бутсы-сороконожки;20
"подошва бутс";https://www.footballstore.ru/news/tip_podoshvi/;1
;https://futclub.ru/blogs/blog/kakie-byvaut-tipy-shipov-futbolnih-buts;2
;https://dzen.ru/a/YDDOJnVu6zHw3ekN;3
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;4
;https://vk.com/wall-199299835_12238;5
;https://www.youtube.com/watch?v=jlgQ75hBAxA;6
;https://sportstore.pro/blog/sovety-pokupatelyam/markirovka-buts-rukovodstvo-po-vyboru-pod-kazhdyy-vid-pokrytiya-/;7
;https://profsport.ru/expert-advice/ea-soccer-shoes-how-to-choose.php;8
;https://fc-city.com/articles/kak-vybrat-butsy-dlya-yunogo-futbolista/;9
;https://www.sportmaster.ru/media/articles/14337284/;10
;https://soccershop.by/vidi-podoshv-futbolnoj-obuvi-i-ih-ispolzovanie;11
;https://ru.wikipedia.org/wiki/Бутсы;12
;https://sportix.by/novosti-i-obzoryi/kak-vyibrat-futbolnyie-butsyi-sovetyi-ot-sportix;13
;https://rutube.ru/video/1c1fb08f273ece2628eb8ed5dd5fa742/;14
;https://my-soccer.ru/poleznoe/kak-pravilno-vybrat-podoshvu-buts/;15
;https://as-sport.ru/articles/kak-vybrat-butsy-dlya-futbola/;16
;https://footballroom.ru/articles/biznes-sovety/markirovka-buts-ot-gazona-do-asfalta/;17
;https://yandex.ru/video/preview/15253862677895597134;18
;https://mplast.by/novosti/2019-08-07-vidy-futbolnoj-obuvi/;19
;https://fcmaximus.by/kak-vybrat-butsy/;20
"материал бутс";https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;1
;https://futclub.ru/blogs/blog/kak-pravilno-vybrat-futbolnuyu-obuv;2
;https://fc-city.com/articles/kak-vybrat-butsy-dlya-yunogo-futbolista/;3
;https://otkan.ru/shoe/butsy;4
;https://ru.wikipedia.org/wiki/Бутсы;5
;https://www.footballstore.ru/news/tip_podoshvi/;6
;https://as-sport.ru/articles/kak-vybrat-butsy-dlya-futbola/;7
;https://footballroom.ru/articles/biznes-sovety/kak-vybrat-podkhodyashchie-butsy/;8
;https://sportstore.pro/blog/sovety-pokupatelyam/kozhanye-ili-tekstilnye-butsy-chto-vybrat/;9
;https://training.cityfootball.ru/post/1638;10
;https://fineshoes.ru/about-shoes/futbolnye-butsy.html;11
;https://kelmeshop.ru/blog/vybiraem-futbolnye-butsy-pravilno/;12
;https://profsport.ru/expert-advice/ea-soccer-shoes-how-to-choose.php;13
;https://kelme.by/blog/kak-pravilno-vybrat-butsy-dlya-futbola/;14
;https://dzen.ru/a/Ye6ewQ_cjzPqPm9K;15
;https://kvib.ru/article/kak-vybrat-futbolnye-butcy;16
;https://vsebutsy.ru/index.php?route=blog/article&article_id=127;17
;https://www.youtube.com/watch?v=O97-yWzuS3w;18
;https://ekip-sport.ru/stati/kak-vybrat-butsy-dlya-futbola/;19
;https://www.sportmaster.ru/media/articles/34433348/;20
"зачем бутсам шипы";https://www.sportmaster.ru/media/articles/34433348/;1
;https://otvet.mail.ru/question/197053026;2
;https://ru.wikipedia.org/wiki/Бутсы;3
;https://futclub.ru/blogs/blog/kakie-byvaut-tipy-shipov-futbolnih-buts;4
;https://tr-page.yandex.ru/translate?lang=en-ru&url=https://en.wikipedia.org/wiki/Cleat_(shoe);5
;https://www.bolshoyvopros.ru/questions/2061283-zachem-shipy-na-butsah.html;6
;https://vk.com/wall-205817239_1742;7
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;8
;https://dzen.ru/a/Y6BpN2IaShVTyj4F;9
;https://www.footballstore.ru/news/tip_podoshvi/;10
;https://kelmeshop.ru/blog/vybiraem-futbolnye-butsy-pravilno/;11
;https://fc-city.com/articles/kak-vybrat-butsy-dlya-yunogo-futbolista/;12
;https://www.sports.ru/football/blogs/2711378.html;13
;https://info.sibnet.ru/article/590129/;14
;https://zvuk.com/episode/119639935;15
;https://sprashivalka.com/tqa/q/28091170;16
;https://klevmarket.ru/articles/dlya-chego-shipy-na-butsah.html;17
;https://www.marpravda.ru/spetsproekty-mp/vygodnoe-predlozhenie/butsy-vidy-harakteristika-sovety-po-vyboru/;18
;https://www.o-detstve.ru/forteachers/home_educ/detskoe_zdorovye/160989-chem-otlichayutsya-futbolnye-butsy-ot-shipovok.html;19
;https://sportmaximus.ru/zachem-na-podoshve-sportivnoj-obuvi-futbolistov/;20
"бутсы сильный";https://otvet.mail.ru/question/84951938;1
;https://tr-page.yandex.ru/translate?lang=en-ru&url=https://www.sportskeeda.com/pop-culture/5-best-football-boots-for-speed;2
;https://culture.futbol/butsy/butsy-dlya-napadayushhego/;3
;https://shopozz.ru/article/view/top-7-luchshih-futbol-nyh-buts-v-2023;4
;https://futclub.ru/blogs/blog/kak-pravilno-vybrat-futbolnuyu-obuv;5
;https://www.youtube.com/watch?v=jfe55v28-Fc;6
;https://sportstore.pro/blog/obzory-tovarov/top-10-luchshey-futbolnoy-obuvi-2024-goda/;7
;https://dzen.ru/a/Ye6ewQ_cjzPqPm9K;8
;https://www.footballstore.ru/news/tip_podoshvi/;9
;https://yandex.ru/images/search?text=бутсы+сильный;10
;https://www.sportmaster.ru/media/articles/24776187/;11
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;12
;https://markakachestva.ru/rating-of/2884-luchshie-butsy-dlja-futbola.html;13
;https://as-sport.ru/articles/kak-vybrat-butsy-dlya-futbola/;14
;https://slamdunk.shop/blog/8-futbolnyh-buts-kotorye-polnostyu-izmenili-igru/;15
;https://www.dhgate.com/ru/blog/what-are-the-best-mens-soccer-cleats-for-high-performance-c/;16
;https://www.sports.ru/football/blogs/2569355.html;17
;https://dtf.ru/luchshii-rating/3155906-top-6-futbolnyh-buts-dlya-malchikov-reiting-2024;18
;https://footballroom.ru/articles/biznes-sovety/kak-vybrat-podkhodyashchie-butsy/;19
;https://fc-city.com/articles/kak-vybrat-butsy-dlya-yunogo-futbolista/;20
;https://pro-foot-ball.ru/blog/ekip/kak-pravilno-podobrat-butsy.html;21
"бутсы какие шипы";https://futclub.ru/blogs/blog/kakie-byvaut-tipy-shipov-futbolnih-buts;1
;https://www.footballstore.ru/news/tip_podoshvi/;2
;https://www.sportmaster.ru/media/articles/34433348/;3
;https://fc-city.com/articles/kak-vybrat-butsy-dlya-yunogo-futbolista/;4
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;5
;https://ru.wikipedia.org/wiki/Бутсы;6
;https://as-sport.ru/articles/kak-vybrat-butsy-dlya-futbola/;7
;https://ekasport.ru/sportivnaya-obuv/kak-vybrat-butsy-s-pravilnym-tipom-shipov-sovety-i-rekomendatsii-dlya-futbolistov;8
;https://vk.com/wall-205817239_1742;9
;https://otvet.mail.ru/question/192044957;10
;https://media.halvacard.ru/smart-shopping/kak-ya-pokupala-detskie-butsy-dlya-futbola;11
;https://kelmeshop.ru/blog/vybiraem-futbolnye-butsy-pravilno/;12
;https://tr-page.yandex.ru/translate?lang=en-ru&url=https://www.goal.com/en-us/lists/stud-guide-artificial-grass/bltf69bebddced73a8a;13
;https://dzen.ru/a/YDDOJnVu6zHw3ekN;14
;https://sportstore.pro/blog/sovety-pokupatelyam/markirovka-buts-rukovodstvo-po-vyboru-pod-kazhdyy-vid-pokrytiya-/;15
;https://spartak.cityfootball.ru/post/1186;16
;https://sportix.by/novosti-i-obzoryi/kak-vyibrat-futbolnyie-butsyi-sovetyi-ot-sportix;17
;https://footballroom.ru/articles/biznes-sovety/markirovka-buts-ot-gazona-do-asfalta/;18
;https://profsport.ru/expert-advice/ea-soccer-shoes-how-to-choose.php;19
;https://otkan.ru/shoe/butsy;20
"бутсы для футбола с шипами";https://www.ozon.ru/category/butsy-dlya-futbola-s-shipami/;1
;https://www.wildberries.ru/catalog/175849302/detail.aspx;2
;https://www.wildberries.by/catalog/tags/butsy-s-metalliczeskimi-shipami;3
;https://aliexpress.ru/popular/бутсы-для-футбола-с-шипами;4
;https://market.yandex.ru/search?text=футбольные бутсы с резиновыми шипами купить;5
;https://www.footballstore.ru/news/tip_podoshvi/;6
;https://futclub.ru/collection/butsy/butsy-s-zheleznymi-shipami-sg;7
;https://www.avito.ru/all?q=бутсы+с+железными+шипами;8
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;9
;https://www.sportmaster.ru/media/articles/34433348/;10
;https://sport-style.by/13-vse-butsy;11
;https://grif-sport.by/futbol/obuv-dlya-futbola/butsy/;12
;https://www.21vek.by/soccer_equipment/794090/;13
;https://www.lamoda.by/c/7579/shoes-muzh_sport_style_butcy/;14
;https://www.kufar.by/l/muzhskaya-sportivnaya-obuv/m~butsy;15
;https://fc-city.com/articles/kak-vybrat-butsy-dlya-yunogo-futbolista/;16
;https://www.sportmaster.by/catalog/vidy_sporta_/futbol/butsy/;17
;https://www.wildberries.am/catalog/sport/komandnye-vidy-sporta/futbol/obuv;18
;https://soccershop.by/obuv/butsy;19
;https://boxberry.ru/market/category/butsy-dlya-malchikov/tag-s-sipami/;20
"бутсы с шипами";https://www.ozon.ru/category/butsy-dlya-futbola-s-shipami/;1
;https://www.wildberries.ru/catalog/175849302/detail.aspx;2
;https://www.footballstore.ru/news/tip_podoshvi/;3
;https://aliexpress.ru/popular/бутсы-для-футбола-с-шипами;4
;https://www.avito.ru/all?q=бутсы+с+железными+шипами;5
;https://futclub.ru/blogs/blog/kakie-byvaut-tipy-shipov-futbolnih-buts;6
;https://market.yandex.ru/search?text=футбольные бутсы с шипами;7
;https://www.sportmaster.ru/media/articles/34433348/;8
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;9
;https://ru.wikipedia.org/wiki/Бутсы;10
;https://boxberry.ru/market/category/butsy-dlya-malchikov/tag-s-sipami/;11
;https://sport-style.by/13-vse-butsy;12
;https://vk.com/topic-138297464_35813108;13
;https://www.domsporta.com/catalog/butsy_s_shipami/;14
;https://www.wildberries.am/catalog/sport/komandnye-vidy-sporta/futbol/obuv;15
;https://fc-city.com/articles/kak-vybrat-butsy-dlya-yunogo-futbolista/;16
;https://www.lamoda.by/c/7579/shoes-muzh_sport_style_butcy/;17
;https://www.sportmaster.by/catalog/vidy_sporta_/futbol/butsy/;18
;https://dzen.ru/list/beauty/butsy-s-metallicheskimi-shipami-nike;19
;https://www.kufar.by/l/muzhskaya-sportivnaya-obuv/m~butsy;20
"шиповые бутсы";https://futclub.ru/blogs/blog/kakie-byvaut-tipy-shipov-futbolnih-buts;1
;https://ozon.by/category/butsy-shipy/;2
;https://www.wildberries.ru/catalog/175849302/detail.aspx;3
;https://www.sportmaster.ru/media/articles/34433348/;4
;https://www.wildberries.by/catalog/tags/butsy-s-metalliczeskimi-shipami;5
;https://www.footballstore.ru/news/tip_podoshvi/;6
;https://aliexpress.ru/popular/бутсы-для-футбола-с-шипами;7
;https://www.championat.com/lifestyle/article-4301383-kak-vybrat-butsy-dlya-igry-v-futbol-chem-otlichaetsya-shipovka-i-material-buts.html;8
;https://market.yandex.ru/search?text=шипованные бутсы;9
;https://mysport.by/catalog/butsy-vzroslye-shipovannye/;10
;https://www.avito.ru/all?q=бутсы+с+железными+шипами;11
;https://sport-style.by/24-vse-bampy-shipovki;12
;https://www.lamoda.by/c/7579/shoes-muzh_sport_style_butcy/;13
;https://ru.wikipedia.org/wiki/Бутсы;14
;https://vk.com/topic-138297464_35813108;15
;https://dzen.ru/a/YfFW1ziLsDeKBUUg;16
;https://www.youtube.com/watch?v=Qg1QEXCGS44;17
;https://otvet.mail.ru/question/53484100;18
;https://fc-city.com/articles/kak-vybrat-butsy-dlya-yunogo-futbolista/;19
;https://comeback.by/product-category/shipovki/;20
"футбольная обувь с шипами";https://www.ozon.ru/category/butsy-dlya-futbola-s-shipami/;1
;https://www.wildberries.ru/catalog/175849302/detail.aspx;2
;https://www.wildberries.by/catalog/sport/vidy-sporta/futbol/obuv/shipovki/tags/kozhanye;3
;https://aliexpress.ru/popular/бутсы-для-футбола-с-шипами;4
;https://ru.wikipedia.org/wiki/Бутсы;5
;https://www.footballstore.ru/news/tip_podoshvi/;6
